1 - WER	rouge1	rouge2	rougeL	rougeLsum	sacreBLEU / 100
0.06000000000000005	0.0	0.0	0.0	0.0	0.01
0.09999999999999998	0.3896103896103896	0.15999999999999998	0.3116883116883117	0.3116883116883117	0.15
0.24	0.5333333333333333	0.1724137931034483	0.3666666666666667	0.3666666666666667	0.4
-0.020000000000000018	0.0	0.0	0.0	0.0	0.01
0.09999999999999998	0.6	0.3103448275862069	0.3333333333333333	0.3333333333333333	0.28
0.020000000000000018	0.0	0.0	0.0	0.0	0.01
-0.10000000000000009	0.0	0.0	0.0	0.0	0.01
0.09999999999999998	0.6153846153846154	0.15789473684210528	0.20512820512820512	0.20512820512820512	0.05
0.020000000000000018	0.0	0.0	0.0	0.0	0.01
0.040000000000000036	0.0	0.0	0.0	0.0	0.01
0.020000000000000018	0.0	0.0	0.0	0.0	0.03
-0.06000000000000005	0.0	0.0	0.0	0.0	0.01
0.07999999999999996	0.4615384615384615	0.10526315789473684	0.23076923076923075	0.23076923076923075	0.04
0.07999999999999996	0.13888888888888892	0.028571428571428567	0.11111111111111112	0.11111111111111112	0.02
0.06000000000000005	0.0	0.0	0.0	0.0	0.01
0.18000000000000005	0.5833333333333334	0.2	0.27777777777777785	0.27777777777777785	0.14
0.020000000000000018	0.0	0.0	0.0	0.0	0.01
0.07999999999999996	0.0	0.0	0.0	0.0	0.01
0.12	0.0	0.0	0.0	0.0	0.08
0.06000000000000005	0.0	0.0	0.0	0.0	0.01
-0.08000000000000007	0.0	0.0	0.0	0.0	0.01
0.020000000000000018	0.0	0.0	0.0	0.0	0.01
0.09999999999999998	0.0	0.0	0.0	0.0	0.07
-0.020000000000000018	0.0	0.0	0.0	0.0	0.01
0.06000000000000005	0.0	0.0	0.0	0.0	0.01
-0.06000000000000005	0.0	0.0	0.0	0.0	0.01
0.040000000000000036	0.0	0.0	0.0	0.0	0.01
0.040000000000000036	0.0	0.0	0.0	0.0	0.01
0.12	0.0	0.0	0.0	0.0	0.07
0.020000000000000018	0.5116279069767442	0.19047619047619047	0.3720930232558139	0.3720930232558139	0.22
0.14	0.6133333333333333	0.24657534246575344	0.3466666666666667	0.3466666666666667	0.13
0.07999999999999996	0.0	0.0	0.0	0.0	0.01
0.19999999999999996	0.6944444444444445	0.22857142857142854	0.3333333333333333	0.3333333333333333	0.07
0.09999999999999998	0.0857142857142857	0.029411764705882356	0.05714285714285715	0.05714285714285715	0.02
0.020000000000000018	0.0	0.0	0.0	0.0	0.01
0.040000000000000036	0.0	0.0	0.0	0.0	0.01
0.020000000000000018	0.0	0.0	0.0	0.0	0.01
0.040000000000000036	0.0	0.0	0.0	0.0	0.01
0.07999999999999996	0.0	0.0	0.0	0.0	0.01
0.040000000000000036	0.0	0.0	0.0	0.0	0.01
0.040000000000000036	0.024691358024691357	0.0	0.024691358024691357	0.024691358024691357	0.02
-0.06000000000000005	0.0	0.0	0.0	0.0	0.01
-0.040000000000000036	0.776470588235294	0.24096385542168672	0.2823529411764706	0.2823529411764706	0.14
-0.06000000000000005	0.0	0.0	0.0	0.0	0.01
-0.040000000000000036	0.0	0.0	0.0	0.0	0.01
