1 - WER	rouge1	rouge2	rougeL	rougeLsum	sacreBLEU / 100
0.17000000000000004	0.7662337662337662	0.2894736842105263	0.25974025974025977	0.25974025974025977	0.37
0.13	0.7692307692307693	0.3222222222222222	0.32967032967032966	0.32967032967032966	0.25
0.12	0.8021978021978022	0.2888888888888889	0.4175824175824176	0.4175824175824176	0.19
0.07999999999999996	0.7590361445783133	0.30487804878048785	0.2650602409638554	0.2650602409638554	0.28
0.09999999999999998	0.7000000000000001	0.1139240506329114	0.3	0.3	0.14
0.12	0.7482993197278912	0.2206896551724138	0.27210884353741494	0.27210884353741494	0.37
0.20999999999999996	0.5954198473282442	0.10852713178294575	0.2900763358778626	0.2900763358778626	0.11
0.06999999999999995	0.7719298245614037	0.1893491124260355	0.26900584795321636	0.26900584795321636	0.17
0.10999999999999999	0.7999999999999999	0.1840490797546012	0.3151515151515152	0.3151515151515152	0.27
0.07999999999999996	0.7764705882352942	0.33333333333333337	0.3058823529411765	0.3058823529411765	0.11
0.09999999999999998	0.7441860465116279	0.2705882352941177	0.32558139534883723	0.32558139534883723	0.18
0.12	0.7228915662650602	0.24390243902439024	0.2891566265060241	0.2891566265060241	0.2
0.09999999999999998	0.7710843373493975	0.25609756097560976	0.2530120481927711	0.2530120481927711	0.19
0.06000000000000005	0.7948717948717949	0.3116883116883117	0.2948717948717948	0.2948717948717948	0.19
0.07999999999999996	0.793103448275862	0.23255813953488372	0.28735632183908044	0.28735632183908044	0.19
0.16000000000000003	0.7777777777777778	0.2808988764044944	0.35555555555555557	0.35555555555555557	0.18
0.15000000000000002	0.7891156462585034	0.28965517241379307	0.34013605442176864	0.34013605442176864	0.44
0.16000000000000003	0.7745664739884393	0.37426900584795325	0.32369942196531787	0.32369942196531787	0.31
0.18999999999999995	0.8344370860927152	0.3758389261744966	0.3708609271523179	0.3708609271523179	0.32
0.09999999999999998	0.793103448275862	0.3488372093023256	0.31034482758620685	0.31034482758620685	0.13
0.06000000000000005	0.8022598870056498	0.12571428571428572	0.25988700564971745	0.25988700564971745	0.13
0.06000000000000005	0.7657142857142858	0.3236994219653179	0.27428571428571424	0.27428571428571424	0.24
0.09999999999999998	0.7664670658682634	0.2545454545454545	0.29940119760479045	0.29940119760479045	0.07
0.10999999999999999	0.797752808988764	0.32954545454545453	0.3258426966292135	0.3258426966292135	0.11
0.14	0.7926829268292682	0.19753086419753085	0.3048780487804878	0.3048780487804878	0.09
0.06999999999999995	0.6993865030674846	0.2111801242236025	0.26993865030674846	0.26993865030674846	0.25
0.17000000000000004	0.8263473053892216	0.3757575757575758	0.3712574850299401	0.3712574850299401	0.35
0.050000000000000044	0.32352941176470584	0.1343283582089552	0.20588235294117646	0.20588235294117646	0.07
0.07999999999999996	0.7189542483660132	0.26490066225165565	0.2745098039215686	0.2745098039215686	0.43
0.06999999999999995	0.7261904761904763	0.2289156626506024	0.2976190476190476	0.2976190476190476	0.13
0.12	0.7814569536423841	0.2953020134228188	0.304635761589404	0.304635761589404	0.44
0.18999999999999995	0.8363636363636364	0.44171779141104295	0.4	0.4	0.38
0.06999999999999995	0.8181818181818183	0.3218390804597701	0.2954545454545454	0.2954545454545454	0.24
0.14	0.7552447552447553	0.22695035460992907	0.2937062937062937	0.2937062937062937	0.42
0.12	0.793103448275862	0.3372093023255814	0.24137931034482757	0.24137931034482757	0.24
0.26	0.8176100628930818	0.33121019108280253	0.3899371069182389	0.3899371069182389	0.24
0.10999999999999999	0.752808988764045	0.18181818181818182	0.3146067415730337	0.3146067415730337	0.13
0.08999999999999997	0.7428571428571429	0.26589595375722536	0.3542857142857143	0.3542857142857143	0.19
0.14	0.7636363636363637	0.24539877300613497	0.32727272727272727	0.32727272727272727	0.22
0.13	0.7790697674418605	0.34117647058823536	0.26744186046511625	0.26744186046511625	0.35
0.07999999999999996	0.7866666666666666	0.21621621621621626	0.24000000000000002	0.24000000000000002	0.26
0.13	0.85	0.4050632911392405	0.325	0.325	0.4
0.07999999999999996	0.7669172932330827	0.25954198473282447	0.2857142857142857	0.2857142857142857	0.43
0.15000000000000002	0.7914438502673796	0.4108108108108108	0.35294117647058826	0.35294117647058826	0.28
0.09999999999999998	0.6705882352941176	0.25	0.25882352941176473	0.25882352941176473	0.18
0.10999999999999999	0.6231884057971014	0.3235294117647059	0.2898550724637681	0.2898550724637681	0.43
0.15000000000000002	0.8175182481751825	0.4148148148148148	0.35036496350364965	0.35036496350364965	0.39
0.08999999999999997	0.8026315789473683	0.22666666666666663	0.25	0.25	0.34
0.06000000000000005	0.7080745341614907	0.20125786163522014	0.2111801242236025	0.2111801242236025	0.17
0.16000000000000003	0.7683615819209039	0.2628571428571429	0.3502824858757062	0.3502824858757062	0.14
0.09999999999999998	0.8352941176470587	0.2380952380952381	0.28235294117647064	0.28235294117647064	0.24
0.06000000000000005	0.7909604519774012	0.25142857142857145	0.2937853107344633	0.2937853107344633	0.08
0.12	0.8306010928961749	0.3867403314917128	0.28415300546448086	0.28415300546448086	0.28
0.12	0.8	0.294478527607362	0.2666666666666667	0.2666666666666667	0.23
0.12	0.7938931297709924	0.18604651162790697	0.27480916030534347	0.27480916030534347	0.47
0.14	0.7415730337078651	0.2272727272727273	0.2921348314606742	0.2921348314606742	0.16
